,,,"@RestController @RequestMapping(""/api/v1/users"") @Validated public class UserController { @GetMapping public ResponseEntity<PagedResponse<UserDTO>> getUsers( @RequestParam(defaultValue = ""0"") int page, @RequestParam(defaultValue = ""10"") int size) { Page<User> users = userService.findAll(PageRequest.of(page, size)); return ResponseEntity.ok(new PagedResponse<>(users)); } @GetMapping(""/{id}"") public ResponseEntity<UserDTO> getUser(@PathVariable Long id) { return userService.findById(id) .map(user -> ResponseEntity.ok(userMapper.toDTO(user))) .orElse(ResponseEntity.notFound().build()); } @PostMapping public ResponseEntity<UserDTO> createUser(@Valid @RequestBody CreateUserRequest request) { User user = userService.create(request); URI location = ServletUriComponentsBuilder .fromCurrentRequest() .path(""/{id}"") .buildAndExpand(user.getId()) .toUri(); return ResponseEntity.created(location).body(userMapper.toDTO(user)); } @PutMapping(""/{id}"") public ResponseEntity<UserDTO> updateUser(@PathVariable Long id, @Valid @RequestBody UpdateUserRequest request) { return userService.update(id, request) .map(user -> ResponseEntity.ok(userMapper.toDTO(user))) .orElse(ResponseEntity.notFound().build()); } @DeleteMapping(""/{id}"") public ResponseEntity<Void> deleteUser(@PathVariable Long id) { if (userService.delete(id)) { return ResponseEntity.noContent().build(); } return ResponseEntity.notFound().build(); } }",
,,,,
,,,HTTP Status Codes:,
,,,"- 200 OK: Successful GET, PUT",
,,,- 201 Created: Successful POST,
,,,- 204 No Content: Successful DELETE,
,,,- 400 Bad Request: Invalid input,
,,,- 401 Unauthorized: Authentication required,
,,,- 403 Forbidden: Access denied,
,,,- 404 Not Found: Resource not found,
,,,- 409 Conflict: Resource conflict,
,,,- 422 Unprocessable Entity: Validation error,
,,,- 500 Internal Server Error: Server error,
,,,,
,,,Error Handling:,
,,,"@ControllerAdvice public class GlobalExceptionHandler { @ExceptionHandler(ResourceNotFoundException.class) public ResponseEntity<ErrorResponse> handleNotFound(ResourceNotFoundException ex) { ErrorResponse error = ErrorResponse.builder() .timestamp(Instant.now()) .status(404) .error(""Not Found"") .message(ex.getMessage()) .path(getCurrentPath()) .build(); return ResponseEntity.status(404).body(error); } @ExceptionHandler(MethodArgumentNotValidException.class) public ResponseEntity<ErrorResponse> handleValidation(MethodArgumentNotValidException ex) { Map<String, String> fieldErrors = ex.getBindingResult() .getFieldErrors() .stream() .collect(Collectors.toMap( FieldError::getField, FieldError::getDefaultMessage )); ErrorResponse error = ErrorResponse.builder() .timestamp(Instant.now()) .status(422) .error(""Validation Failed"") .message(""Invalid input parameters"") .fieldErrors(fieldErrors) .path(getCurrentPath()) .build(); return ResponseEntity.status(422).body(error); } }",
29,Caching,Explain different caching strategies in Java applications and their trade-offs,Caching Levels:,"Choose caching strategy based on read/write patterns, consistency requirements, and performance goals"
,,,1. Browser/Client Cache,
,,,2. CDN/Reverse Proxy Cache,
,,,3. Application Cache,
,,,4. Database Cache,
,,,,
,,,Application-Level Caching:,
,,,,
,,,Spring Cache Abstraction:,
,,,"@Service public class UserService { @Cacheable(value = ""users"", key = ""#id"") public User findById(Long id) { // Expensive database operation return userRepository.findById(id); } @CachePut(value = ""users"", key = ""#user.id"") public User update(User user) { return userRepository.save(user); } @CacheEvict(value = ""users"", key = ""#id"") public void delete(Long id) { userRepository.deleteById(id); } @CacheEvict(value = ""users"", allEntries = true) public void clearAllUsers() { // Clears entire cache } @Caching(evict = { @CacheEvict(value = ""users"", key = ""#user.id""), @CacheEvict(value = ""userStats"", allEntries = true) }) public User updateUserWithStats(User user) { return userRepository.save(user); } }",
,,,,
,,,Cache Providers:,
,,,,
,,,Redis Configuration:,
,,,@Configuration @EnableCaching public class CacheConfig { @Bean public CacheManager cacheManager(RedisConnectionFactory connectionFactory) { RedisCacheConfiguration config = RedisCacheConfiguration.defaultCacheConfig() .entryTtl(Duration.ofMinutes(10)) .serializeKeysWith(RedisSerializationContext.SerializationPair .fromSerializer(new StringRedisSerializer())) .serializeValuesWith(RedisSerializationContext.SerializationPair .fromSerializer(new GenericJackson2JsonRedisSerializer())); return RedisCacheManager.builder(connectionFactory) .cacheDefaults(config) .build(); } },
,,,,
,,,Caffeine (In-Memory) Configuration:,
,,,"@Bean public CacheManager caffeineCacheManager() { CaffeineCacheManager cacheManager = new CaffeineCacheManager(); cacheManager.setCaffeine(Caffeine.newBuilder() .maximumSize(1000) .expireAfterWrite(10, TimeUnit.MINUTES) .recordStats()); return cacheManager; }",
,,,,
,,,Cache Strategies:,
,,,,
,,,1. Cache-Aside (Lazy Loading):,
,,,- Application manages cache,
,,,- Read: Check cache → DB if miss → Update cache,
,,,- Write: Update DB → Invalidate cache,
,,,,
,,,2. Write-Through:,
,,,- Write to cache and DB simultaneously,
,,,- Ensures consistency but slower writes,
,,,,
,,,3. Write-Behind (Write-Back):,
,,,"- Write to cache immediately, DB asynchronously",
,,,- Faster writes but risk of data loss,
,,,,
,,,Cache Patterns:,
,,,- TTL (Time To Live): Automatic expiration,
,,,- LRU (Least Recently Used): Eviction strategy,
,,,- Circuit Breaker: Fallback when cache fails,
,,,- Cache Warming: Pre-populate cache,
,,,,
,,,Trade-offs:,
,,,- Memory vs Speed,
,,,- Consistency vs Performance,
,,,- Complexity vs Simplicity,
,,,- Cache invalidation challenges,
30,Reactive Programming,Explain reactive programming with Spring WebFlux and when to use it,Reactive Programming Principles:,WebFlux excels in I/O-intensive applications but adds complexity; use for high-concurrency scenarios
,,,- Asynchronous and non-blocking,
,,,- Event-driven and message-driven,
,,,- Elastic and resilient,
,,,- Responsive under load,
,,,,
,,,Reactive Streams API:,
,,,- Publisher: Emits data,
,,,- Subscriber: Consumes data,
,,,- Subscription: Controls flow,
,,,- Processor: Both publisher and subscriber,
,,,,
,,,Spring WebFlux Example:,
,,,"@RestController public class ReactiveUserController { @Autowired private ReactiveUserService userService; @GetMapping(""/users"") public Flux<User> getAllUsers() { return userService.findAll() .delayElements(Duration.ofMillis(100)) // Simulate delay .map(this::enrichUser); } @GetMapping(""/users/{id}"") public Mono<ResponseEntity<User>> getUser(@PathVariable String id) { return userService.findById(id) .map(user -> ResponseEntity.ok(user)) .defaultIfEmpty(ResponseEntity.notFound().build()); } @PostMapping(""/users"") public Mono<User> createUser(@RequestBody Mono<User> userMono) { return userMono .flatMap(this::validateUser) .flatMap(userService::save) .doOnSuccess(user -> publishUserCreatedEvent(user)) .doOnError(error -> log.error(""Failed to create user"", error)); } @GetMapping(value = ""/users/stream"", produces = MediaType.TEXT_EVENT_STREAM_VALUE) public Flux<User> streamUsers() { return userService.findAll() .delayElements(Duration.ofSeconds(1)) .repeat(); } }",
,,,,
,,,Reactive Service Layer:,
,,,"@Service public class ReactiveUserService { @Autowired private ReactiveMongoTemplate mongoTemplate; @Autowired private WebClient webClient; public Flux<User> findAll() { return mongoTemplate.findAll(User.class); } public Mono<User> findById(String id) { return mongoTemplate.findById(id, User.class); } public Mono<User> save(User user) { return mongoTemplate.save(user); } // Reactive composition public Mono<UserProfile> getUserProfile(String userId) { Mono<User> userMono = findById(userId); Mono<List<Order>> ordersMono = getOrdersForUser(userId); Mono<Preferences> prefsMono = getPreferencesForUser(userId); return Mono.zip(userMono, ordersMono, prefsMono) .map(tuple -> new UserProfile(tuple.getT1(), tuple.getT2(), tuple.getT3())); } // Non-blocking HTTP calls private Mono<List<Order>> getOrdersForUser(String userId) { return webClient.get() .uri(""/orders/user/{userId}"", userId) .retrieve() .bodyToFlux(Order.class) .collectList() .timeout(Duration.ofSeconds(5)) .onErrorReturn(Collections.emptyList()); } }",
,,,,
,,,Error Handling:,
,,,"public Mono<User> processUser(String id) { return findById(id) .switchIfEmpty(Mono.error(new UserNotFoundException(id))) .flatMap(this::validateUser) .onErrorMap(ValidationException.class, ex -> new BadRequestException(""Invalid user data"")) .retry(3) .timeout(Duration.ofSeconds(10)) .doOnError(ex -> log.error(""Error processing user: "" + id, ex)); }",
,,,,
,,,When to Use WebFlux:,
,,,✅ Good for:,
,,,- High concurrency with I/O operations,
,,,- Streaming data,
,,,- Microservices with many external calls,
,,,- Real-time applications,
,,,,
,,,❌ Avoid for:,
,,,- CPU-intensive operations,
,,,- Blocking database drivers,
,,,- Simple CRUD applications,
,,,- Teams new to reactive programming,
,,,,
,,,Performance Benefits:,
,,,- Better resource utilization,
,,,- Higher throughput under load,
,,,- Lower memory footprint,
,,,- Backpressure handling,
